-119.20000,34.30000,0.00000
-119.19176,34.30646,0.00000
-119.18351,34.31292,0.00000
-119.17526,34.31937,0.00000
-119.16702,34.32583,0.00000
-119.15877,34.33229,0.00000
-119.15052,34.33874,0.00000
-119.14227,34.34520,0.00000
-119.13401,34.35165,0.00000
-119.12576,34.35811,0.00000
-119.11750,34.36456,0.00000
-119.10925,34.37102,0.00000
-119.10099,34.37747,0.00000
-119.09273,34.38392,0.00000
-119.08447,34.39037,0.00000
-119.07621,34.39682,0.00000
-119.06795,34.40327,0.00000
-119.05968,34.40972,0.00000
-119.05142,34.41617,0.00000
-119.04315,34.42262,0.00000
-119.03488,34.42907,0.00000
-119.02661,34.43552,0.00000
-119.01834,34.44197,0.00000
-119.01007,34.44842,0.00000
-119.00180,34.45486,0.00000
-118.99352,34.46131,0.00000
-118.98525,34.46775,0.00000
-118.97697,34.47420,0.00000
-118.96869,34.48064,0.00000
-118.96041,34.48709,0.00000
-118.95213,34.49353,0.00000
-118.94385,34.49997,0.00000
-118.93557,34.50642,0.00000
-118.92728,34.51286,0.00000
-118.91900,34.51930,0.00000
-118.91071,34.52574,0.00000
-118.90242,34.53218,0.00000
-118.89413,34.53862,0.00000
-118.88584,34.54506,0.00000
-118.87755,34.55150,0.00000
-118.86926,34.55794,0.00000
-118.86096,34.56437,0.00000
-118.85266,34.57081,0.00000
-118.84437,34.57725,0.00000
-118.83607,34.58368,0.00000
-118.82777,34.59012,0.00000
-118.81947,34.59655,0.00000
-118.81117,34.60299,0.00000
-118.80286,34.60942,0.00000
-118.79456,34.61586,0.00000
-118.78625,34.62229,0.00000
-118.77794,34.62872,0.00000
-118.76963,34.63515,0.00000
-118.76132,34.64159,0.00000
-118.75301,34.64802,0.00000
-118.74470,34.65445,0.00000
-118.73639,34.66088,0.00000
-118.72807,34.66731,0.00000
-118.71975,34.67373,0.00000
-118.71144,34.68016,0.00000
-118.70312,34.68659,0.00000
-118.69480,34.69302,0.00000
-118.68647,34.69944,0.00000
-118.67815,34.70587,0.00000
-118.66983,34.71229,0.00000
-118.66150,34.71872,0.00000
-118.65317,34.72514,0.00000
-118.64485,34.73157,0.00000
-118.63652,34.73799,0.00000
-118.62818,34.74441,0.00000
-118.61985,34.75084,0.00000
-118.61152,34.75726,0.00000
-118.60318,34.76368,0.00000
-118.59485,34.77010,0.00000
-118.58651,34.77652,0.00000
-118.57817,34.78294,0.00000
-118.56983,34.78936,0.00000
-118.56149,34.79578,0.00000
-118.55315,34.80219,0.00000
-118.54481,34.80861,0.00000
-118.53646,34.81503,0.00000
-118.52811,34.82144,0.00000
-118.51977,34.82786,0.00000
-118.51142,34.83427,0.00000
-118.50307,34.84069,0.00000
-118.49472,34.84710,0.00000
-118.48636,34.85352,0.00000
-118.47801,34.85993,0.00000
-118.46965,34.86634,0.00000
-118.46130,34.87275,0.00000
-118.45294,34.87916,0.00000
-118.44458,34.88558,0.00000
-118.43622,34.89199,0.00000
-118.42786,34.89840,0.00000
-118.41949,34.90480,0.00000
-118.41113,34.91121,0.00000
-118.40276,34.91762,0.00000
-118.39439,34.92403,0.00000
-118.38603,34.93044,0.00000
-118.37766,34.93684,0.00000
-118.36929,34.94325,0.00000
-118.36091,34.94965,0.00000
-118.35254,34.95606,0.00000
-118.34416,34.96246,0.00000
-118.33579,34.96886,0.00000
-118.32741,34.97527,0.00000
-118.31903,34.98167,0.00000
-118.31065,34.98807,0.00000
-118.30227,34.99447,0.00000
-118.29389,35.00087,0.00000
-118.28550,35.00727,0.00000
-118.27712,35.01367,0.00000
-118.26873,35.02007,0.00000
-118.26034,35.02647,0.00000
-118.25195,35.03287,0.00000
-118.24356,35.03927,0.00000
-118.23517,35.04566,0.00000
-118.22678,35.05206,0.00000
-118.21838,35.05846,0.00000
-118.20999,35.06485,0.00000
-118.20159,35.07125,0.00000
-118.19319,35.07764,0.00000
-118.18479,35.08403,0.00000
-118.17639,35.09043,0.00000
-118.16799,35.09682,0.00000
-118.15958,35.10321,0.00000
-118.15118,35.10960,0.00000
-118.14277,35.11599,0.00000
